State,District,Block,Habitation Name,Habitation ID,Facility Name,Address,File Upload Date,Facility Category,Facility Subcategory,Lattitude,Longitude
Nagaland,Kiphire,Pungro,Pungro Hdq,870177,CHC,Pungro Town,2020-06-27 00:30:47.603,Medical ,Community Health Centre,25.81025853,94.8448902
Nagaland,Kiphire,Pungro,Pungro Hdq,870177,Indian Oil,Pungro Hq,2020-06-27 00:31:37.237,Transport/Admin,Fuel Station,25.80944041,94.84407862
Nagaland,Kiphire,Pungro,Pungro Hdq,870177,ADC HQ,Pungro Hq,2020-06-27 00:39:51.483,Transport/Admin,Block Headquarter,25.81680017,94.85336774
Nagaland,Kiphire,Pungro,Pungro Hdq,870177,Around Saramati Mountain School,Pungro Hq,2020-06-27 00:28:50.070,Education ,High School - General,25.812849,94.84361318
Nagaland,Kohima,Chiephopozou,Meriema,698891,PHC,MERIMA,2020-09-04 15:24:28.373,Medical ,Primary Health Centre,25.712931325878,94.093093355627
Nagaland,Kohima,Chiephopozou,Meriema,698891,NAGALAND UNIVIRSITY,MERIMA,2020-06-10 11:03:47.083,Education ,Degree College,25.724602428471,94.095294460299
Nagaland,Kohima,Chiephopozou,Meriema,698891,MERIMA VILL COUNCIL,MERIMA,2020-09-04 15:22:42.170,Transport/Admin,Panchayat Headquarter,25.712922013853,94.093062184904
Nagaland,Phek,Phek,kotisu,586594,pack house 2,Kotisu,2020-07-20 11:44:32.487,Agro ,Collection Centre or Pack House,25.7133508,94.55137838
Nagaland,Phek,Phek,kotisu,586594,Pack house 1,Kotisu,2020-07-20 12:27:16.737,Agro ,Collection Centre or Pack House,25.71453345,94.55439704
Nagaland,Phek,Phek,kotisu,586594,bus stand,Kotisu,2020-07-20 16:08:19.703,Transport/Admin,Bus Stand,25.71396523,94.55340606
Nagaland,Phek,Phek,kotisu,586594,PHC,Kotisu,2020-07-20 12:58:47.967,Medical ,Primary Health Centre,25.71339134,94.55103859
Nagaland,Phek,Phek,kotisu,586594,Mandi,Kotisu,2020-07-20 13:15:23.607,Agro ,Mandi (Notified),25.72450594,94.55279835
Nagaland,Phek,Phek,kotisu,586594,GHS,Kotisu,2020-07-20 12:21:56.647,Education ,High School - General,25.71453706,94.55429215
Nagaland,Phek,Phek,kotisu,586594,Kotisu vill council,Kotisu,2020-07-20 12:10:59.657,Transport/Admin,Panchayat Headquarter,25.71431589,94.5550712
Nagaland,Mon,Chen,Aboi,1306125,Government Higher Secondary School,Aboi Hq,2020-08-18 10:18:37.987,Education ,Higher Secondary School,26.61585886,94.96464431
Nagaland,Mon,Chen,Aboi,1306125,Government Veterinary Hospital,Aboi Hq,2020-08-03 12:27:44.277,Medical ,Veterinary Hospital,26.59981447,94.96673162
Nagaland,Mon,Chen,Aboi,1306125,ADC HQ,Aboi HQ,2020-08-03 09:38:58.730,Transport/Admin,Block Headquarter,26.60153,94.96448846
