State,District,Block,Habitation Name,Habitation ID,Facility Name,Address,File Upload Date,Facility Category,Facility Subcategory,Lattitude,Longitude
Sikkim,South,Namchi,M Phong,1114128,Rural Marketing Centre,Phong,2020-06-11 15:53:44.223,Agro ,Agro Industry,27.178936666667,88.449808333333
Sikkim,South,Namchi,Kanemtek,1114228,Rural marketing centre,kanamtek,2020-06-09 13:11:07.917,Agro ,Mandi (Notified),27.160766666667,88.491723333333
Sikkim,South,Namchi,Kanemtek,1114228,solar power rice milling plant,kanemtek,2020-06-06 13:09:44.087,Agro ,Agro Industry,27.163446666667,88.489903333333
Sikkim,South,Namchi,Adarsh Gaon,1114277,Mandi,adarsh gaon,2020-06-11 17:04:40.047,Agro ,Mandi (Notified),27.231613333333,88.491463333333
Sikkim,East,Pakyong,Rorathang Bazaar,925979,"Govt. Sr. Sec. School, Rorathang, East Sikkim",RORATHANG EAST SIKKIM,2020-06-06 17:50:56.547,Education ,Higher Secondary School,27.195670688799,88.609927807181
Sikkim,South,Ravongla,Hingdam,422396,Bus stop stand,Hingdam,2020-06-08 22:33:33.860,Transport/Admin,Bus Stand,27.28418581,88.28352205
Sikkim,East,Pakyong,Upper Dugalakha,1113525,Village Admistrative Center,"07 Taza,Pakyong East Sikkim",2020-06-06 13:33:16.210,Transport/Admin,Panchayat Headquarter,27.23138211,88.6169748
Sikkim,West Sikkim,Soreng,Chota Samdong ,1113643,Government Senior Secondary School,Chota Samdong,2020-06-24 14:31:32.753,Education ,Higher Secondary School,27.18297118,88.23162607
Sikkim,West Sikkim,Soreng,Chota Samdong ,1113643,Village Administrative Centre,Chot Samdong,2020-06-24 14:30:56.847,Transport/Admin,Panchayat Headquarter,27.18207253,88.23099072
Sikkim,West Sikkim,Soreng,Chumbong Gumpa ,1113708,Milk Production Centre,Chumbung,2020-06-23 15:44:33.693,Agro ,Collection Centre or Pack House,27.13516856,88.23460817
Sikkim,West Sikkim,Soreng,Chumbong Gumpa ,1113708,Block Development Office,Chumbung,2020-06-23 15:27:35.640,Transport/Admin,Block Headquarter,27.13806404,88.23727365
Sikkim,West Sikkim,Soreng,Chumbong Gumpa ,1113708,Government Secondary School,Chumbung,2020-06-23 14:44:00.903,Education ,Higher Secondary School,27.13644518,88.2368161
Sikkim,South,Namchi,Pabong,1113776,Collection centre,Pabong,2020-06-04 14:27:52.963,Agro ,Collection Centre or Pack House,27.1986833,88.35255157
Sikkim,South,Namchi,Pabong,1113776,government high school,Pabong,2020-06-04 13:42:34.273,Education ,High School - General,27.20347738,88.3650693
Sikkim,West Sikkim,Soreng,Middle Timberbong ,1113844,Government Secondary School Timburbung,Timburbung,2020-06-24 17:32:17.950,Education ,High School - General,27.15518458,88.1749543
Sikkim,South,Namchi,Singithang,1113857,New sec school,Mandir dara namchi,2020-06-02 17:25:20.697,Education ,Higher Secondary School,27.1670511,88.36545175
Sikkim,South,Namchi,Singithang,1113857,girls senior secondary school,namchi,2020-06-06 12:30:29.547,Education ,Higher Secondary School,27.161798333333,88.356858333333
Sikkim,South,Namchi,Singithang,1113857,District Court,Namchi South Sikkim,2020-06-02 15:21:15.147,Transport/Admin,Block Headquarter,27.16382183,88.35807672
Sikkim,South,Namchi,Singithang,1113857,Mandi,singithang,2020-06-03 11:58:37.870,Agro ,Mandi (Notified),27.1662601,88.3631132
Sikkim,South,Namchi,Singithang,1113857,state Bank of India,Namchi state Bank of India,2020-06-12 15:42:06.490,Transport/Admin,Bank,27.165335,88.361286666667
Sikkim,South,Namchi,Singithang,1113857,DAC office,namchi,2020-06-01 14:11:07.693,Transport/Admin,Block Headquarter,27.164446666667,88.356213333333
Sikkim,South,Namchi,Singithang,1113857,Fuel Station,singithang,2020-06-03 11:50:30.717,Transport/Admin,Fuel Station,27.16175531,88.35721565
Sikkim,South,Namchi,Singithang,1113857,municipal council,singithang,2020-06-03 16:53:22.617,Transport/Admin,Block Headquarter,27.164311666667,88.362085
Sikkim,South,Namchi,Singithang,1113857,Bus Stand,singithang,2020-06-03 13:19:25.273,Transport/Admin,Bus Stand,27.16601088,88.36365965
Sikkim,South,Namchi,Singithang,1113857,zilla panchayat bhawan,singthang,2020-06-03 16:51:12.053,Transport/Admin,Block Headquarter,27.16364,88.362615
Sikkim,South,Namchi,Singithang,1113857,Senior secondary school,namchi,2020-06-06 12:16:56.540,Education ,Higher Secondary School,27.163653333333,88.357166666667
Sikkim,South,Namchi,Kamarey,1113907,V.A.C,Kameray,2020-06-25 14:57:14.430,Transport/Admin,Panchayat Headquarter,27.11997279,88.38159126
Sikkim,East,Gangtok,L KHAMDONG.,1114108,Block Administrative Centre (BDO),Khamdong,2020-06-22 09:50:22.267,Transport/Admin,Block Headquarter,27.27149692,88.45852543
Sikkim,East,Gangtok,L KHAMDONG.,1114108,GRAM PRASHASAN KENDRA,UPPER KHAMDUNG,2020-06-22 06:05:10.557,Transport/Admin,Panchayat Headquarter,27.266501666667,88.469695
